Trajectoires;e0;Comprendre les trajectoires empruntées par les électrons afin de mieux appréhender la conception de systèmes.;1;58;-6;130;-1;0;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;0;0;0;99999;99999;99999;99999
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
0;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
0;16;4096;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0
0;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196637;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
